library,function,class,line,file,parent_function
tensorflow_privacy.privacy.estimators.v1.dnn,dnn.DNNClassifier,,49,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\v1\dnn_test.py,testDNN
tensorflow_privacy.privacy.estimators.test_utils,test_utils.make_input_fn,,58,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\v1\dnn_test.py,testDNN
tensorflow_privacy.privacy.estimators.test_utils,test_utils.make_input_data,,61,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\v1\dnn_test.py,testDNN
tensorflow_privacy.privacy.estimators.test_utils,test_utils.make_input_fn,,63,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\v1\dnn_test.py,testDNN
tensorflow_privacy.privacy.estimators.test_utils,test_utils.make_input_data,,66,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\v1\dnn_test.py,testDNN
tensorflow_privacy.privacy.estimators.test_utils,test_utils.make_input_fn,,68,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\v1\dnn_test.py,testDNN
tensorflow_privacy.privacy.estimators.test_utils,test_utils.make_input_data,,61,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\v1\head_test.py,testCreateTPUEstimatorSpec
tensorflow_privacy.privacy.estimators.v1.head,head_lib._binary_logistic_or_multi_class_head,,66,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\v1\head_test.py,testCreateTPUEstimatorSpec
tensorflow_privacy.privacy.estimators.test_utils,test_utils.make_input_fn,,80,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\v1\head_test.py,testCreateTPUEstimatorSpec
tensorflow_privacy.privacy.estimators.test_utils,test_utils.make_input_data,,83,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\v1\head_test.py,testCreateTPUEstimatorSpec
tensorflow_privacy.privacy.estimators.test_utils,test_utils.make_input_fn,,85,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\v1\head_test.py,testCreateTPUEstimatorSpec
tensorflow_privacy.privacy.estimators.test_utils,test_utils.make_input_data,,88,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\v1\head_test.py,testCreateTPUEstimatorSpec
tensorflow_privacy.privacy.estimators.test_utils,test_utils.make_input_fn,,90,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\estimators\v1\head_test.py,testCreateTPUEstimatorSpec
tensorflow_privacy.privacy.membership_inference_attack.utils,utils.log_loss_from_logits,,255,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\data_structures.py,get_loss_train
tensorflow_privacy.privacy.membership_inference_attack.utils,utils.log_loss,,258,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\data_structures.py,get_loss_train
tensorflow_privacy.privacy.membership_inference_attack.utils,utils.log_loss_from_logits,,265,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\data_structures.py,get_loss_test
tensorflow_privacy.privacy.membership_inference_attack.utils,utils.log_loss,,268,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\data_structures.py,get_loss_test
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResultsCollection,AttackResultsCollection.load,,262,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\data_structures_test.py,test_save_with_metadata
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResultsCollection,AttackResultsCollection.load,,271,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\data_structures_test.py,test_save_no_metadata
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults,AttackResults.load,,362,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\data_structures_test.py,test_save_load
tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack,mia.run_attacks,,154,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\example.py,main
tensorflow_privacy.privacy.membership_inference_attack.privacy_report,privacy_report.plot_by_epochs,,169,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\example.py,main
tensorflow_privacy.privacy.membership_inference_attack.privacy_report,privacy_report.plot_privacy_vs_accuracy,,172,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\example.py,main
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults,AttackResults.load,,180,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\example.py,main
tensorflow_privacy.privacy.membership_inference_attack.plotting,plotting.plot_roc_curve,,215,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\example.py,main
tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack,mia.run_attacks,,140,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\keras_evaluation.py,run_attack_on_keras_model
tensorflow_privacy.privacy.membership_inference_attack.keras_evaluation,keras_evaluation.calculate_losses,,52,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\keras_evaluation_test.py,test_calculate_losses
tensorflow_privacy.privacy.membership_inference_attack.keras_evaluation,keras_evaluation.calculate_losses,,57,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\keras_evaluation_test.py,test_calculate_losses
tensorflow_privacy.privacy.membership_inference_attack.keras_evaluation,keras_evaluation.run_attack_on_keras_model,,64,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\keras_evaluation_test.py,test_run_attack_on_keras_model
tensorflow_privacy.privacy.membership_inference_attack.models,models.LogisticRegressionAttacker,,53,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack.py,_run_trained_attack
tensorflow_privacy.privacy.membership_inference_attack.models,models.MultilayerPerceptronAttacker,,55,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack.py,_run_trained_attack
tensorflow_privacy.privacy.membership_inference_attack.models,models.RandomForestAttacker,,57,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack.py,_run_trained_attack
tensorflow_privacy.privacy.membership_inference_attack.models,models.KNearestNeighborsAttacker,,59,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack.py,_run_trained_attack
tensorflow_privacy.privacy.membership_inference_attack.models,models.create_attacker_data,,64,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack.py,_run_trained_attack
tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack,mia.run_attacks,,40,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack_test.py,test_run_attacks_size
tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack,mia._run_attack,,47,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack_test.py,test_run_attack_trained_sets_attack_type
tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack,mia._run_attack,,53,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack_test.py,test_run_attack_threshold_sets_attack_type
tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack,mia._run_attack,,59,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack_test.py,test_run_attack_threshold_entropy_sets_attack_type
tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack,mia._run_attack,,65,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack_test.py,test_run_attack_threshold_calculates_correct_auc
tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack,mia._run_attack,,74,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack_test.py,test_run_attack_threshold_entropy_calculates_correct_auc
tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack,mia.run_attacks,,83,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack_test.py,test_run_attack_by_slice
tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack,mia._get_accuracy,,95,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack_test.py,test_accuracy
tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack,mia._get_accuracy,,96,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack_test.py,test_accuracy
tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack,mia._get_accuracy,,98,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack_test.py,test_accuracy
tensorflow_privacy.privacy.membership_inference_attack.models,models.TrainedAttacker,,27,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\models_test.py,test_base_attacker_train_and_predict
tensorflow_privacy.privacy.membership_inference_attack.models,models.LogisticRegressionAttacker,,32,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\models_test.py,test_predict_before_training
tensorflow_privacy.privacy.membership_inference_attack.models,models.create_attacker_data,,38,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\models_test.py,test_create_attacker_data_loss_only
tensorflow_privacy.privacy.membership_inference_attack.models,models.create_attacker_data,,48,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\models_test.py,test_create_attacker_data_loss_and_logits
tensorflow_privacy.privacy.membership_inference_attack.models,models.create_attacker_data,,64,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\models_test.py,test_balanced_create_attacker_data_loss_and_logits
tensorflow_privacy.privacy.membership_inference_attack.privacy_report,privacy_report.plot_by_epochs,,89,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py,test_single_metric_plot_by_epochs
tensorflow_privacy.privacy.membership_inference_attack.privacy_report,privacy_report.plot_by_epochs,,102,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py,test_multiple_metrics_plot_by_epochs
tensorflow_privacy.privacy.membership_inference_attack.privacy_report,privacy_report.plot_by_epochs,,118,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py,test_multiple_metrics_plot_by_epochs_multiple_models
tensorflow_privacy.privacy.membership_inference_attack.privacy_report,privacy_report.plot_privacy_vs_accuracy,,148,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py,test_single_metric_plot_privacy_vs_accuracy_single_model
tensorflow_privacy.privacy.membership_inference_attack.privacy_report,privacy_report.plot_privacy_vs_accuracy,,161,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py,test_multiple_metrics_plot_privacy_vs_accuracy_single_model
tensorflow_privacy.privacy.membership_inference_attack.privacy_report,privacy_report.plot_privacy_vs_accuracy,,177,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py,test_multiple_metrics_plot_privacy_vs_accuracy_multiple_model
tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack,mia.run_attacks,,196,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation.py,run_attack_helper
tensorflow_privacy.privacy.membership_inference_attack.tf_estimator_evaluation,tf_estimator_evaluation.calculate_losses,,69,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation_test.py,test_calculate_losses
tensorflow_privacy.privacy.membership_inference_attack.tf_estimator_evaluation,tf_estimator_evaluation.calculate_losses,,75,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation_test.py,test_calculate_losses
tensorflow_privacy.privacy.membership_inference_attack.tf_estimator_evaluation,tf_estimator_evaluation.run_attack_helper,,83,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation_test.py,test_run_attack_helper
tensorflow_privacy.privacy.membership_inference_attack.tf_estimator_evaluation,tf_estimator_evaluation.run_attack_on_tf_estimator_model,,103,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\tf_estimator_evaluation_test.py,test_run_attack_on_tf_estimator_model
tensorflow_privacy.privacy.membership_inference_attack.utils,utils.log_loss,,46,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\utils_test.py,test_log_loss
tensorflow_privacy.privacy.membership_inference_attack.utils,utils.log_loss,,61,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\utils_test.py,test_log_loss
tensorflow_privacy.privacy.membership_inference_attack.utils,utils.log_loss,,70,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\utils_test.py,test_log_loss
tensorflow_privacy.privacy.membership_inference_attack.utils,utils.log_loss_from_logits,,81,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\membership_inference_attack\utils_test.py,test_log_loss_from_logits
tensorflow_privacy.privacy.dp_query.gaussian_query,gaussian_query.GaussianSumQuery,,231,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer.py,__init__
tensorflow_privacy.privacy.analysis.privacy_ledger,privacy_ledger.QueryWithLedger,,235,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer.py,__init__
tensorflow_privacy.privacy.dp_query.gaussian_query,gaussian_query.GaussianSumQuery,,58,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_eager_test.py,testBaseline
tensorflow_privacy.privacy.analysis.privacy_ledger,privacy_ledger.QueryWithLedger,,59,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_eager_test.py,testBaseline
tensorflow_privacy.privacy.dp_query.gaussian_query,gaussian_query.GaussianSumQuery,,87,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_eager_test.py,testClippingNorm
tensorflow_privacy.privacy.analysis.privacy_ledger,privacy_ledger.QueryWithLedger,,88,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_eager_test.py,testClippingNorm
tensorflow_privacy.privacy.dp_query.gaussian_query,gaussian_query.GaussianSumQuery,,111,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_eager_test.py,testNoiseMultiplier
tensorflow_privacy.privacy.analysis.privacy_ledger,privacy_ledger.QueryWithLedger,,112,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_eager_test.py,testNoiseMultiplier
tensorflow_privacy.privacy.dp_query.gaussian_query,gaussian_query.GaussianSumQuery,,61,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_keras.py,__init__
tensorflow_privacy.privacy.dp_query.gaussian_query,gaussian_query.GaussianSumQuery,,64,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_test.py,testBaseline
tensorflow_privacy.privacy.analysis.privacy_ledger,privacy_ledger.QueryWithLedger,,65,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_test.py,testBaseline
tensorflow_privacy.privacy.dp_query.gaussian_query,gaussian_query.GaussianSumQuery,,93,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_test.py,testClippingNorm
tensorflow_privacy.privacy.analysis.privacy_ledger,privacy_ledger.QueryWithLedger,,94,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_test.py,testClippingNorm
tensorflow_privacy.privacy.dp_query.gaussian_query,gaussian_query.GaussianSumQuery,,117,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_test.py,testNoiseMultiplier
tensorflow_privacy.privacy.analysis.privacy_ledger,privacy_ledger.QueryWithLedger,,118,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_test.py,testNoiseMultiplier
tensorflow_privacy.privacy.optimizers.dp_optimizer,dp_optimizer.make_optimizer_class,,143,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_test.py,testComputeGradientsOverrideWarning
tensorflow_privacy.privacy.dp_query.gaussian_query,gaussian_query.GaussianSumQuery,,159,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_test.py,linear_model_fn
tensorflow_privacy.privacy.analysis.privacy_ledger,privacy_ledger.QueryWithLedger,,160,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_test.py,linear_model_fn
tensorflow_privacy.privacy.optimizers.dp_optimizer,dp_optimizer.DPGradientDescentOptimizer,,161,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_test.py,linear_model_fn
tensorflow_privacy.privacy.dp_query.gaussian_query,gaussian_query.GaussianSumQuery,,203,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_test.py,testUnrollMicrobatches
tensorflow_privacy.privacy.analysis.privacy_ledger,privacy_ledger.QueryWithLedger,,204,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_test.py,testUnrollMicrobatches
tensorflow_privacy.privacy.dp_query.gaussian_query,gaussian_query.GaussianSumQuery,,258,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_test.py,testAssertOnNoCallOfComputeGradients
tensorflow_privacy.privacy.dp_query.gaussian_query,gaussian_query.GaussianSumQuery,,285,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_test.py,testNoneGradients
tensorflow_privacy.privacy.analysis.privacy_ledger,privacy_ledger.QueryWithLedger,,286,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ChubaOraka\data-science-on-aws-workshop-2021-06-28\07_train\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_test.py,testNoneGradients
