library,function,line,file
crypten.cryptensor,crypten.cryptensor,306,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hitimr\ML_2020\Ex3\mpc_train.py
crypten.cat,crypten.cat,309,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hitimr\ML_2020\Ex3\mpc_train.py
crypten.init,crypten.init,7,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hitimr\ML_2020\Ex3\tensor_benchmark.py
crypten.cryptensor,crypten.cryptensor,20,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hitimr\ML_2020\Ex3\tensor_benchmark.py
crypten.cryptensor,crypten.cryptensor,22,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hitimr\ML_2020\Ex3\tensor_benchmark.py
crypten.nn.Linear,crpyt_nn.Linear,9,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hitimr\ML_2020\old\failed\cryptnet.py
crypten.nn.Linear,crpyt_nn.Linear,10,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hitimr\ML_2020\old\failed\cryptnet.py
crypten.nn.Linear,crpyt_nn.Linear,11,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hitimr\ML_2020\old\failed\cryptnet.py
crypten.nn.Linear,crpyt_nn.Linear,12,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hitimr\ML_2020\old\failed\cryptnet.py
crypten.nn.Linear,crpyt_nn.Linear,13,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hitimr\ML_2020\old\failed\cryptnet.py
crypten.communicator.get,mpc_comm.get,12,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hitimr\ML_2020\old\peter\crypten\ex3_lib\mpc_tests.py
crypten.communicator.get,mpc_comm.get,13,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hitimr\ML_2020\old\peter\crypten\ex3_lib\mpc_tests.py
crypten.save,crypten.save,17,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hitimr\ML_2020\old\peter\crypten\ex3_lib\mpc_tests.py
crypten.communicator.get,mpc_comm.get,21,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hitimr\ML_2020\old\peter\crypten\ex3_lib\mpc_tests.py
crypten.communicator.get,mpc_comm.get,22,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hitimr\ML_2020\old\peter\crypten\ex3_lib\mpc_tests.py
crypten.load,crypten.load,26,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hitimr\ML_2020\old\peter\crypten\ex3_lib\mpc_tests.py
crypten.save,crypten.save,33,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hitimr\ML_2020\old\peter\crypten\ex3_lib\mpc_tests.py
crypten.init,crypten.init,11,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hitimr\ML_2020\old\peter\crypten\first_crypten.py
crypten.cryptensor,crypten.cryptensor,12,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hitimr\ML_2020\old\peter\crypten\first_crypten.py
crypten.communicator.get,mpc_comm.get,132,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hitimr\ML_2020\old\peter\crypten\first_crypten.py
crypten.save,crypten.save,134,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hitimr\ML_2020\old\peter\crypten\first_crypten.py
crypten.save,crypten.save,135,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hitimr\ML_2020\old\peter\crypten\first_crypten.py
crypten.save,crypten.save,141,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hitimr\ML_2020\old\peter\crypten\first_crypten.py
crypten.save,crypten.save,142,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hitimr\ML_2020\old\peter\crypten\first_crypten.py
crypten.save,crypten.save,145,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hitimr\ML_2020\old\peter\crypten\first_crypten.py
crypten.save,crypten.save,146,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hitimr\ML_2020\old\peter\crypten\first_crypten.py
crypten.save,crypten.save,149,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hitimr\ML_2020\old\peter\crypten\first_crypten.py
crypten.save,crypten.save,150,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hitimr\ML_2020\old\peter\crypten\first_crypten.py
crypten.save,crypten.save,152,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hitimr\ML_2020\old\peter\crypten\first_crypten.py
crypten.save,crypten.save,153,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hitimr\ML_2020\old\peter\crypten\first_crypten.py
crypten.communicator.get,mpc_comm.get,154,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hitimr\ML_2020\old\peter\crypten\first_crypten.py
crypten.nn.from_pytorch,crypten.nn.from_pytorch,165,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hitimr\ML_2020\old\peter\crypten\first_crypten.py
opacus.accountants.rdp.RDPAccountant,RDPAccountant,325,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\intel\openfl\openfl-tutorials\experimental\Global_DP\Workflow_Interface_Mnist_Implementation_1.py
opacus.data_loader.DPDataLoader.from_data_loader,DPDataLoader.from_data_loader,363,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\intel\openfl\openfl-tutorials\experimental\Global_DP\Workflow_Interface_Mnist_Implementation_1.py
opacus.data_loader.DPDataLoader.from_data_loader,DPDataLoader.from_data_loader,559,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\intel\openfl\openfl-tutorials\experimental\Global_DP\Workflow_Interface_Mnist_Implementation_1.py
opacus.PrivacyEngine,PrivacyEngine,81,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\intel\openfl\openfl-tutorials\experimental\Global_DP\Workflow_Interface_Mnist_Implementation_2.py
privacy_meter.dataset.Dataset,Dataset,106,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\intel\openfl\openfl-tutorials\experimental\Privacy_Meter\auditor.py
privacy_meter.dataset.Dataset,Dataset,114,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\intel\openfl\openfl-tutorials\experimental\Privacy_Meter\auditor.py
privacy_meter.information_source.InformationSource,InformationSource,121,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\intel\openfl\openfl-tutorials\experimental\Privacy_Meter\auditor.py
privacy_meter.information_source.InformationSource,InformationSource,125,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\intel\openfl\openfl-tutorials\experimental\Privacy_Meter\auditor.py
privacy_meter.metric.PopulationMetric,PopulationMetric,136,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\intel\openfl\openfl-tutorials\experimental\Privacy_Meter\auditor.py
privacy_meter.information_source_signal.ModelLoss,ModelLoss,139,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\intel\openfl\openfl-tutorials\experimental\Privacy_Meter\auditor.py
privacy_meter.metric.PopulationMetric,PopulationMetric,145,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\intel\openfl\openfl-tutorials\experimental\Privacy_Meter\auditor.py
privacy_meter.information_source_signal.ModelLoss,ModelLoss,148,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\intel\openfl\openfl-tutorials\experimental\Privacy_Meter\auditor.py
privacy_meter.metric.PopulationMetric,PopulationMetric,154,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\intel\openfl\openfl-tutorials\experimental\Privacy_Meter\auditor.py
privacy_meter.information_source_signal.ModelGradientNorm,ModelGradientNorm,158,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\intel\openfl\openfl-tutorials\experimental\Privacy_Meter\auditor.py
privacy_meter.audit.Audit,Audit,172,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\intel\openfl\openfl-tutorials\experimental\Privacy_Meter\auditor.py
privacy_meter.model.PytorchModelTensor,PytorchModelTensor,474,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\intel\openfl\openfl-tutorials\experimental\Privacy_Meter\cifar10_PM.py
privacy_meter.model.PytorchModelTensor,PytorchModelTensor,486,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\intel\openfl\openfl-tutorials\experimental\Privacy_Meter\cifar10_PM.py
opacus.distributed.DifferentiallyPrivateDistributedDataParallel,DPDDP,264,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\MisaNguyen\DPSGD\PyTorchProjectFramework\CIFAR10_train_opacus.py
opacus.PrivacyEngine,PrivacyEngine,295,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\MisaNguyen\DPSGD\PyTorchProjectFramework\CIFAR10_train_opacus.py
opacus.utils.uniform_sampler.DistributedUniformWithReplacementSampler,DistributedUniformWithReplacementSampler,114,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\MisaNguyen\DPSGD\PyTorchProjectFramework\datasets\opacus_dataloader.py
opacus.utils.uniform_sampler.UniformWithReplacementSampler,UniformWithReplacementSampler,120,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\MisaNguyen\DPSGD\PyTorchProjectFramework\datasets\opacus_dataloader.py
opacus.PrivacyEngine,PrivacyEngine,159,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\MisaNguyen\DPSGD\PyTorchProjectFramework\main_old.py
opacus.optimizers.utils.params,params,304,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\MisaNguyen\DPSGD\PyTorchProjectFramework\optimizers\opacus_DPoptimizer.py
opacus.utils.module_utils.trainable_parameters,trainable_parameters,61,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\MisaNguyen\DPSGD\PyTorchProjectFramework\optimizers\privacy_engine\opacus_engine.py
opacus.accountants.create_accountant,create_accountant,130,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\MisaNguyen\DPSGD\PyTorchProjectFramework\optimizers\privacy_engine\opacus_engine.py
opacus.data_loader.DPDataLoader.from_data_loader,DPDataLoader.from_data_loader,211,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\MisaNguyen\DPSGD\PyTorchProjectFramework\optimizers\privacy_engine\opacus_engine.py
opacus.data_loader.switch_generator,switch_generator,215,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\MisaNguyen\DPSGD\PyTorchProjectFramework\optimizers\privacy_engine\opacus_engine.py
opacus.grad_sample.get_gsm_class,get_gsm_class,236,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\MisaNguyen\DPSGD\PyTorchProjectFramework\optimizers\privacy_engine\opacus_engine.py
opacus.grad_sample.wrap_model,wrap_model,247,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\MisaNguyen\DPSGD\PyTorchProjectFramework\optimizers\privacy_engine\opacus_engine.py
opacus.validators.module_validator.ModuleValidator.is_valid,ModuleValidator.is_valid,270,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\MisaNguyen\DPSGD\PyTorchProjectFramework\optimizers\privacy_engine\opacus_engine.py
opacus.validators.module_validator.ModuleValidator.validate,ModuleValidator.validate,290,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\MisaNguyen\DPSGD\PyTorchProjectFramework\optimizers\privacy_engine\opacus_engine.py
opacus.validators.module_validator.ModuleValidator.fix,ModuleValidator.fix,305,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\MisaNguyen\DPSGD\PyTorchProjectFramework\optimizers\privacy_engine\opacus_engine.py
opacus.validators.module_validator.ModuleValidator.validate,ModuleValidator.validate,306,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\MisaNguyen\DPSGD\PyTorchProjectFramework\optimizers\privacy_engine\opacus_engine.py
opacus.accountants.utils.get_noise_multiplier,get_noise_multiplier,504,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\MisaNguyen\DPSGD\PyTorchProjectFramework\optimizers\privacy_engine\opacus_engine.py
opacus.layers.DPLSTM,DPLSTM,259,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\examples\char-lstm-classification.py
opacus.utils.uniform_sampler.UniformWithReplacementSampler,UniformWithReplacementSampler,389,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\examples\char-lstm-classification.py
opacus.PrivacyEngine,PrivacyEngine,408,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\examples\char-lstm-classification.py
opacus.utils.stats.update,stats.update,77,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\examples\cifar10.py
opacus.utils.stats.update,stats.update,130,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\examples\cifar10.py
opacus.utils.stats.set_global_summary_writer,stats.set_global_summary_writer,304,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\examples\cifar10.py
opacus.utils.stats.add,stats.add,308,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\examples\cifar10.py
opacus.utils.stats.Stat,stats.Stat,310,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\examples\cifar10.py
opacus.utils.stats.Stat,stats.Stat,312,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\examples\cifar10.py
opacus.utils.stats.Stat,stats.Stat,314,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\examples\cifar10.py
opacus.utils.stats.Stat,stats.Stat,316,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\examples\cifar10.py
opacus.utils.stats.Stat,stats.Stat,318,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\examples\cifar10.py
opacus.utils.uniform_sampler.UniformWithReplacementSampler,UniformWithReplacementSampler,362,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\examples\cifar10.py
opacus.PrivacyEngine,PrivacyEngine,399,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\examples\cifar10.py
opacus.utils.uniform_sampler.UniformWithReplacementSampler,UniformWithReplacementSampler,175,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\examples\dcgan.py
opacus.utils.module_modification.convert_batchnorm_modules,convert_batchnorm_modules,235,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\examples\dcgan.py
opacus.utils.module_modification.convert_batchnorm_modules,convert_batchnorm_modules,278,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\examples\dcgan.py
opacus.utils.module_modification.convert_batchnorm_modules,convert_batchnorm_modules,279,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\examples\dcgan.py
opacus.PrivacyEngine,PrivacyEngine,293,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\examples\dcgan.py
opacus.utils.uniform_sampler.UniformWithReplacementSampler,UniformWithReplacementSampler,255,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\examples\imdb.py
opacus.PrivacyEngine,PrivacyEngine,277,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\examples\imdb.py
opacus.utils.uniform_sampler.UniformWithReplacementSampler,UniformWithReplacementSampler,227,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\examples\mnist.py
opacus.PrivacyEngine,PrivacyEngine,255,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\examples\mnist.py
opacus.privacy_analysis.compute_rdp,privacy_analysis.compute_rdp,50,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\scripts\compute_dp_sgd_privacy.py
opacus.privacy_analysis.get_privacy_spent,privacy_analysis.get_privacy_spent,51,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\scripts\compute_dp_sgd_privacy.py
opacus.dp_model_inspector.DPModelInspector,DPModelInspector,32,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\docstring_examples_test.py
opacus.dp_model_inspector.DPModelInspector,DPModelInspector,38,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\docstring_examples_test.py
opacus.privacy_analysis.compute_rdp,privacy_analysis.compute_rdp,57,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\docstring_examples_test.py
opacus.privacy_analysis.get_privacy_spent,privacy_analysis.get_privacy_spent,59,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\docstring_examples_test.py
opacus.PrivacyEngine,PrivacyEngine,66,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\docstring_examples_test.py
opacus.PrivacyEngine,PrivacyEngine,78,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\docstring_examples_test.py
opacus.PrivacyEngine,PrivacyEngine,104,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\docstring_examples_test.py
opacus.layers.dp_multihead_attention.SequenceBias,SequenceBias,125,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\docstring_examples_test.py
opacus.utils.module_inspection.ModelInspector,ModelInspector,133,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\docstring_examples_test.py
opacus.utils.module_modification.replace_all_modules,replace_all_modules,144,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\docstring_examples_test.py
opacus.utils.module_modification.convert_batchnorm_modules,convert_batchnorm_modules,155,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\docstring_examples_test.py
opacus.utils.tensor_utils.calc_sample_norms,calc_sample_norms,166,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\docstring_examples_test.py
opacus.utils.tensor_utils.sum_over_all_but_batch_and_last_n,sum_over_all_but_batch_and_last_n,171,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\docstring_examples_test.py
opacus.utils.stats.set_global_summary_writer,stats.set_global_summary_writer,186,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\docstring_examples_test.py
opacus.utils.stats.Stat,stats.Stat,188,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\docstring_examples_test.py
opacus.utils.stats.add,stats.add,194,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\docstring_examples_test.py
opacus.utils.stats.Stat,stats.Stat,194,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\docstring_examples_test.py
opacus.utils.stats.update,stats.update,195,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\docstring_examples_test.py
opacus.layers.DPLSTM,DPLSTM,69,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\dp_layers\dp_lstm_test.py
opacus.utils.packed_sequences._gen_packed_data,_gen_packed_data,87,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\dp_layers\dp_lstm_test.py
opacus.utils.packed_sequences._gen_packed_data,_gen_packed_data,91,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\dp_layers\dp_lstm_test.py
opacus.layers.DPMultiheadAttention,DPMultiheadAttention,67,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\dp_layers\dp_multihead_attention_test.py
opacus.dp_model_inspector.DPModelInspector,dp_inspector.DPModelInspector,14,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\dp_model_inspector_test.py
opacus.dp_model_inspector.DPModelInspector,dp_inspector.DPModelInspector,20,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\dp_model_inspector_test.py
opacus.dp_model_inspector.DPModelInspector,dp_inspector.DPModelInspector,25,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\dp_model_inspector_test.py
opacus.dp_model_inspector.DPModelInspector,dp_inspector.DPModelInspector,32,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\dp_model_inspector_test.py
opacus.utils.module_modification.convert_batchnorm_modules,convert_batchnorm_modules,33,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\dp_model_inspector_test.py
opacus.dp_model_inspector.DPModelInspector,dp_inspector.DPModelInspector,37,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\dp_model_inspector_test.py
opacus.dp_model_inspector.DPModelInspector,dp_inspector.DPModelInspector,51,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\dp_model_inspector_test.py
opacus.dp_model_inspector.DPModelInspector,dp_inspector.DPModelInspector,85,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\dp_model_inspector_test.py
opacus.dp_model_inspector.DPModelInspector,dp_inspector.DPModelInspector,89,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\dp_model_inspector_test.py
opacus.autograd_grad_sample.add_hooks,opacus.autograd_grad_sample.add_hooks,177,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\grad_samples\common.py
opacus.layers.DPLSTM,DPLSTM,21,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\grad_samples\dp_lstm_test.py
opacus.utils.packed_sequences._gen_packed_data,_gen_packed_data,65,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\grad_samples\dp_lstm_test.py
opacus.layers.DPMultiheadAttention,DPMultiheadAttention,24,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\grad_samples\dp_multihead_attention_test.py
opacus.layers.SequenceBias,SequenceBias,24,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\grad_samples\sequence_bias_test.py
opacus.layers.DifferentiallyPrivateDistributedDataParallel,DPDDP,70,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\multigpu_gradcheck.py
opacus.PrivacyEngine,PrivacyEngine,71,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\multigpu_gradcheck.py
opacus.utils.clipping.ConstantFlatClipper,ConstantFlatClipper,82,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\per_sample_gradient_clip_test.py
opacus.utils.clipping.ConstantPerLayerClipper,ConstantPerLayerClipper,84,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\per_sample_gradient_clip_test.py
opacus.PerSampleGradientClipper,PerSampleGradientClipper,86,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\per_sample_gradient_clip_test.py
opacus.PrivacyEngine,PrivacyEngine,128,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\privacy_engine_test.py
opacus.utils.module_inspection.get_layer_type,get_layer_type,243,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\privacy_engine_test.py
opacus.utils.module_inspection.get_layer_type,get_layer_type,254,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\privacy_engine_test.py
opacus.utils.module_inspection.requires_grad,requires_grad,284,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\privacy_engine_test.py
opacus.utils.module_inspection.requires_grad,requires_grad,313,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\privacy_engine_test.py
opacus.PrivacyEngine,PrivacyEngine,357,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\privacy_engine_test.py
opacus.PrivacyEngine,PrivacyEngine,469,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\privacy_engine_test.py
opacus.PrivacyEngine,PrivacyEngine,83,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\tests\virtual_step_test.py
opacus.utils.module_inspection.ModelInspector,mi.ModelInspector,26,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\utils\tests\module_inspection_test.py
opacus.utils.module_inspection.ModelInspector,mi.ModelInspector,35,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\utils\tests\module_inspection_test.py
opacus.utils.module_inspection.ModelInspector,mi.ModelInspector,44,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\utils\tests\module_inspection_test.py
opacus.utils.module_inspection.ModelInspector,mi.ModelInspector,53,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\utils\tests\module_inspection_test.py
opacus.utils.module_inspection.ModelInspector,mi.ModelInspector,62,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\utils\tests\module_inspection_test.py
opacus.utils.module_inspection.ModelInspector,mi.ModelInspector,71,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\utils\tests\module_inspection_test.py
opacus.utils.module_inspection.ModelInspector,mi.ModelInspector,80,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\utils\tests\module_inspection_test.py
opacus.utils.module_inspection.ModelInspector,mi.ModelInspector,96,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\msai-amin\DP-FL\opacus\utils\tests\module_inspection_test.py
